,,#NAME?,,,,Dances,276,37,67,5509,,,,,,,,,,,,,,
7B,7/19/22,PR,48,55,49,36,0,"was recorded as WR, but is really PR",,0,,,,,,,,,,,,,,
7B,7/19/22,PR,51,59,53,38,1,,,21,3,6,10,2,,,,,,,,,,
7B,7/19/22,PR,57,20,58,35,1,,,4,4,,,,,,,,,,,,,
7B,7/19/22,PRR,18,32,19,26,0,PRR has larger left dot on thorax and larger dot on abdomen than WRR,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,29,23,30,10,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,32,46,33,44,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,36,37,37,42,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,40,33,41,11,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,43,56,44,42,0,picture not in doc,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,47,48,48,23,0,was recorded as WRR,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,51,8,51,43,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,54,28,55,23,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PRR,58,12,59,12,1,,,5,4,1,,,,,,,,,,,,
7B,7/19/22,PY-u,4,0,5,47,1,Loops a little ambiguous- could double-check,2,2,2,,,,,,,,,,,,,
7B,7/19/22,PY-u,7,50,8,59,1,,1,2,2,,,,,,,,,,,,,
7B,7/19/22,PY-u,11,32,13,8,1,Some loops ambiguous,1,22,8,12,2,,,,,,,,,,,
7B,7/19/22,PY-u,15,54,16,56,1,,,8,7,1,,,,,,,,,,,,
7B,7/19/22,PY-u,19,24,20,36,1,,,14,4,5,5,,,,,,,,,,,
7B,7/19/22,PY-u,23,25,24,25,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PY-u,30,57,31,43,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PY-u,34,6,34,52,1,,,1,1,,,,,,,,,,,,,
7B,7/19/22,PY-u,37,24,38,15,1,,,5,1,3,1,,,,,,,,,,,
7B,7/19/22,PY-u,41,1,41,39,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PY-u,44,23,45,9,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PY-u,47,36,48,12,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PY-u,50,46,52,5,1,,,17,1,2,4,10,,,,,,,,,,
7B,7/19/22,PY-u,54,30,55,45,1,,,21,21,,,,,,,,,,,,,
7B,7/19/22,PY-u,58,28,60,30,1,,,54,8,9,24,13,,,,,,,,,,
7B,7/19/22,PY-v,10,37,11,53,1,,,3,3,,,,,,,,,,,,,
7B,7/19/22,PY-v,28,49,29,32,1,"a little ambiguous, but seemed like a clear waggle run in 11 o'clock direction",,1,1,,,,,,,,,,,,,
7B,7/19/22,PY-v,32,26,34,7,1,on glass all the time except very briefly when entering,,37,1,12,9,15,,,,,,,,,,
7B,7/19/22,PY-v,37,7,38,52,1,,2,42,1,1,1,21,18,,,,,,,,,
7B,7/19/22,PY-v,41,54,44,5,1,,,75,2,34,39,,,,,,,,,,,
7B,7/19/22,PY-v,46,58,50,1,1,,,102,8,41,16,37,,,,,,,,,,
7B,7/19/22,PY-v,53,9,55,58,1,,,81,4,6,5,16,15,1,10,1,23,,,,,
7B,7/19/22,PY-v,59,24,62,14,1,,,89,4,8,4,10,12,12,25,14,,,,,,
7B,7/19/22,PY-a,29,10,29,57,1,,2,7,1,1,5,,,,,,,,,,,
7B,7/19/22,PY-a,33,35,34,28,1,,2,4,3,1,,,,,,,,,,,,
7B,7/19/22,PY-a,38,6,38,51,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PY-a,42,28,43,20,1,,,2,2,,,,,,,,,,,,,
7B,7/19/22,PY-a,46,7,47,26,1,,,19,4,2,8,5,,,,,,,,,,
7B,7/19/22,PY-a,49,59,50,42,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PY-a,53,35,54,26,1,,,17,15,2,,,,,,,,,,,,
7B,7/19/22,PYY,4,27,6,3,0,Runs around but no clear circuits,,0,,,,,,,,,,,,,,
7B,7/19/22,PYY,15,27,16,48,1,,1,1,1,,,,,,,,,,,,,
7B,7/19/22,PYY,19,48,20,39,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PYY,23,12,24,3,1,,,7,2,3,2,,,,,,,,,,,
7B,7/19/22,PYY,26,36,28,1,1,,1,7,1,6,,,,,,,,,,,,
7B,7/19/22,PYY,30,38,31,31,1,,,9,1,1,7,,,,,,,,,,,
7B,7/19/22,PYY,33,52,34,29,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PYY,36,52,38,6,1,,,6,1,5,,,,,,,,,,,,
7B,7/19/22,PYY,40,54,41,56,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PYY,44,43,45,19,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,PYY,48,27,49,53,1,,,23,17,6,,,,,,,,,,,,
7B,7/19/22,PYY,52,42,54,20,1,,,29,2,4,2,16,5,,,,,,,,,
7B,7/19/22,PYY,57,1,58,21,1,,,16,3,12,1,,,,,,,,,,,
7B,7/19/22,RB,37,14,38,10,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RB,41,24,41,58,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RB,45,16,46,2,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RB,53,14,54,0,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RB,57,6,58,28,1,,,14,14,,,,,,,,,,,,,
7B,7/19/22,RF,9,7,10,21,1,,,7,7,,,,,,,,,,,,,
7B,7/19/22,RF,12,39,14,54,1,,,7,4,3,,,,,,,,,,,,
7B,7/19/22,RF,17,6,18,25,1,,,6,6,,,,,,,,,,,,,
7B,7/19/22,RF,20,34,22,6,0,excited but no clear circuits,,0,,,,,,,,,,,,,,
7B,7/19/22,RF,25,1,25,56,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RF,28,40,29,30,1,,,3,1,2,,,,,,,,,,,,
7B,7/19/22,RF,32,8,32,54,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RF,35,17,36,6,1,,1,4,4,,,,,,,,,,,,,
7B,7/19/22,RF,38,37,39,37,1,,,7,7,,,,,,,,,,,,,
7B,7/19/22,RF,41,48,42,27,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RF,44,58,46,32,1,,,17,2,1,1,2,11,,,,,,,,,
7B,7/19/22,RF,48,58,49,52,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RF,52,10,52,51,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RF,55,48,57,17,1,,,11,11,,,,,,,,,,,,,
7B,7/19/22,RF,59,22,60,31,1,,,7,1,1,5,,,,,,,,,,,
7B,7/19/22,RO,6,59,8,28,1,Very messy runs,4,9,1,1,2,4,1,,,,,,,,,
7B,7/19/22,RO,21,36,22,27,1,,,6,5,1,,,,,,,,,,,,
7B,7/19/22,RO,24,48,25,36,1,,,3,3,,,,,,,,,,,,,
7B,7/19/22,RO,30,16,31,26,1,,1,23,15,4,4,,,,,,,,,,,
7B,7/19/22,RO,33,45,34,20,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RO,36,28,37,31,1,,,16,16,,,,,,,,,,,,,
7B,7/19/22,RO,39,50,41,26,1,,,35,35,,,,,,,,,,,,,
7B,7/19/22,RO,43,59,45,32,1,,,31,31,,,,,,,,,,,,,
7B,7/19/22,RO,48,28,49,34,1,danced upsidedown,,14,10,4,,,,,,,,,,,,
7B,7/19/22,RO,52,20,53,25,1,,,12,12,,,,,,,,,,,,,
7B,7/19/22,RO,56,1,56,47,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RO,58,40,60,27,1,,,41,1,32,5,2,1,,,,,,,,,
7B,7/19/22,RW-a,39,47,47,55,0,tremble dance,,0,,,,,,,,,,,,,,
7B,7/19/22,RW-a,51,0,55,55,0,head in cell for a while,,0,,,,,,,,,,,,,,
7B,7/19/22,RW-a,58,43,66,26,0,tremble dance + then she spends some time with her head in a cell,,0,,,,,,,,,,,,,,
7B,7/19/22,RWR,7,30,8,54,0,Runs around but no clear circuits,,0,,,,,,,,,,,,,,
7B,7/19/22,RWR,24,27,26,10,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RWR,32,31,33,49,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RWR,40,27,41,7,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RWR,47,4,47,44,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RWR,51,30,52,17,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,RWR,57,42,58,25,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WG,30,51,32,36,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WG,35,3,36,16,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WG,38,30,39,39,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WG,52,3,54,16,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WG,59,48,60,54,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGG,19,45,21,45,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGG,28,42,29,49,1,,,11,1,1,8,1,,,,,,,,,,
7B,7/19/22,WGG,32,51,34,23,1,,,19,2,2,2,1,12,,,,,,,,,
7B,7/19/22,WGG,37,30,38,28,1,,,3,1,2,,,,,,,,,,,,
7B,7/19/22,WGG,41,33,42,44,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGG,45,9,45,55,1,,,12,12,,,,,,,,,,,,,
7B,7/19/22,WGG,49,17,50,20,1,,,6,6,,,,,,,,,,,,,
7B,7/19/22,WGG,53,3,53,21,1,,,23,2,5,16,,,,,,,,,,,
7B,7/19/22,WGG,57,14,58,17,1,,,1,1,,,,,,,,,,,,,
7B,7/19/22,WGR,8,30,10,24,1,,,5,3,1,1,,,,,,,,,,,
7B,7/19/22,WGR,17,12,18,8,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGR,20,58,21,42,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGR,28,39,29,28,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGR,32,18,33,2,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGR,35,55,36,43,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGR,43,9,44,24,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGR,51,24,52,31,1,,,5,1,4,,,,,,,,,,,,
7B,7/19/22,WGR,55,39,56,14,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WGR,59,5,59,57,1,waggle runs on glass,,3,2,1,,,,,,,,,,,,
7B,7/19/22,PO,55,12,56,7,1,,,2,1,1,,,,,,,,,,,,
7B,7/19/22,WOO,23,49,24,39,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOO,27,59,28,51,1,,1,7,7,,,,,,,,,,,,,
7B,7/19/22,WOO,31,13,32,30,1,,,23,9,14,,,,,,,,,,,,
7B,7/19/22,WOO,35,51,36,28,1,,,5,5,,,,,,,,,,,,,
7B,7/19/22,WOO,38,58,40,3,1,,,5,4,1,,,,,,,,,,,,
7B,7/19/22,WOO,43,1,43,50,0,,2,0,,,,,,,,,,,,,,
7B,7/19/22,WOO,46,54,48,3,1,,,18,18,,,,,,,,,,,,,
7B,7/19/22,WOO,51,16,51,51,1,,,1,1,,,,,,,,,,,,,
7B,7/19/22,WOO,55,1,55,36,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOO,58,17,58,58,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOY,16,47,17,50,1,,1,2,2,,,,,,,,,,,,,
7B,7/19/22,WOY,20,18,21,5,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOY,30,51,32,3,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOY,37,56,38,38,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOY,41,1,41,49,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOY,44,51,45,17,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOY,48,31,49,2,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WOY,52,10,53,4,1,,,14,4,10,,,,,,,,,,,,
7B,7/19/22,WOY,56,10,56,48,1,,,1,1,,,,,,,,,,,,,
7B,7/19/22,WR,41,55,46,49,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WR,50,42,52,24,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WR,56,11,57,29,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WR-a,34,16,35,8,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WR-a,37,25,38,6,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WR-a,41,13,42,21,1,,,29,14,15,,,,,,,,,,,,
7B,7/19/22,WR-a,45,12,47,6,1,,,31,4,27,,,,,,,,,,,,
7B,7/19/22,WR-a,49,36,51,29,1,,,35,26,9,,,,,,,,,,,,
7B,7/19/22,WR-a,54,16,55,0,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WR-a,57,22,58,35,1,waggle runs on glass,,8,8,,,,,,,,,,,,,
7B,7/19/22,WRR,3,55,4,36,0,Runs around but no waggles,3,0,,,,,,,,,,,,,,
7B,7/19/22,WRR,34,39,35,49,1,,,13,13,,,,,,,,,,,,,
7B,7/19/22,WRR,38,13,39,4,1,,,13,2,11,,,,,,,,,,,,
7B,7/19/22,WRR,41,32,42,13,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WRR,45,30,46,31,1,,,14,14,,,,,,,,,,,,,
7B,7/19/22,WRR,56,23,57,7,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WY,26,30,27,35,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WY,36,37,37,34,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WY,39,54,40,55,1,,1,2,2,,,,,,,,,,,,,
7B,7/19/22,WY,46,23,46,57,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WY,49,55,51,2,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WY,54,3,54,56,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WY,58,2,58,36,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,WY-a,7,26,8,0,0,Runs around but no clear waggles,2,0,,,,,,,,,,,,,,
7B,7/19/22,WY-a,30,39,31,27,1,,,6,6,,,,,,,,,,,,,
7B,7/19/22,WY-a,34,15,35,11,1,,,1,1,,,,,,,,,,,,,
7B,7/19/22,WY-a,37,54,39,33,1,,1,10,10,,,,,,,,,,,,,
7B,7/19/22,WY-a,43,18,44,34,0,sort of 1 waggle run but no bees appeared to be paying attention,1,0,,,,,,,,,,,,,,
7B,7/19/22,WY-a,47,51,49,12,1,,,32,32,,,,,,,,,,,,,
7B,7/19/22,WY-a,52,53,53,46,1,,,2,2,,,,,,,,,,,,,
7B,7/19/22,WY-a,57,26,58,52,1,,,26,13,12,1,,,,,,,,,,,
7B,7/19/22,YB,16,59,19,19,0,"she somehow got her hind right tarsus caught on a dead bee twice and was dragged away from the entrance she was trying to walk to by a confused undertaker bee, but she finally got herself free",1,0,,,,,,,,,,,,,,
7B,7/19/22,YB,21,14,22,56,1,some circuits with no clear waggle (counted as loops),4,22,11,10,1,,,,,,,,,,,
7B,7/19/22,YB,25,21,26,57,1,,,19,1,18,,,,,,,,,,,,
7B,7/19/22,YB,29,41,31,23,1,,2,25,9,16,,,,,,,,,,,,
7B,7/19/22,YB,34,26,36,11,1,,1,35,6,11,18,,,,,,,,,,,
7B,7/19/22,YB,41,37,43,27,1,,,8,8,,,,,,,,,,,,,
7B,7/19/22,YB,46,13,47,13,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YB,49,41,51,17,1,,,19,2,1,16,,,,,,,,,,,
7B,7/19/22,YB,53,46,54,57,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YB,57,49,58,56,1,,,17,17,,,,,,,,,,,,,
7B,7/19/22,YF,18,39,19,51,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YF,23,31,24,21,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YF,35,16,35,54,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YF,38,57,39,55,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YF,42,28,43,6,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YF,46,7,47,3,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YF,50,14,50,51,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YF,53,29,54,33,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YF,57,27,58,6,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YO-a,8,8,10,5,1,Some loops ambiguous,3,18,1,3,3,9,1,1,,,,,,,,
7B,7/19/22,YO-a,12,50,14,44,1,,,10,1,1,1,2,1,1,1,1,1,,,,,
7B,7/19/22,YO-a,18,2,19,59,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YO-a,23,31,24,37,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YO-a,32,40,33,30,1,a little ambiguous but it looked like a full waggle,,1,1,,,,,,,,,,,,,
7B,7/19/22,YO-a,37,25,38,39,1,,,10,1,9,,,,,,,,,,,,
7B,7/19/22,YO-a,42,25,43,59,1,,,25,25,,,,,,,,,,,,,
7B,7/19/22,YO-a,47,41,49,18,1,,,22,7,15,,,,,,,,,,,,
7B,7/19/22,YO-a,51,29,52,33,1,,,12,1,1,10,,,,,,,,,,,
7B,7/19/22,YO-a,55,30,56,23,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YO-a,59,36,60,33,1,not entirely clear if loop should be counted as waggle run but decided against,1,1,1,,,,,,,,,,,,,
7B,7/19/22,YP-a,18,49,20,11,0,Wow! No waggles,,0,,,,,,,,,,,,,,
7B,7/19/22,YP-a,23,8,23,50,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YP-a,28,49,29,29,0,,,0,,,,,,,,,,,,,,
7B,7/19/22,YP-a,32,6,33,8,1,,,13,13,,,,,,,,,,,,,
7B,7/19/22,YP-a,36,26,37,37,1,,,19,1,5,13,,,,,,,,,,,
7B,7/19/22,YP-a,40,24,41,41,1,,,27,27,,,, ,,,,,,,,,
7B,7/19/22,YP-a,44,39,46,13,1,,,34,34,,,,,,,,,,,,,
7B,7/19/22,YP-a,48,35,51,1,1,,,56,2,34,4,5,11,,,,,,,,,
7B,7/19/22,YP-a,54,25,56,33,1,,,42,9,21,12,,,,,,,,,,,
7B,7/19/22,YP-a,59,36,61,20,1,,,44,44,,,,,,,,,,,,,
7B,7/19/22,YPY,33,28,34,18,1,,,10,3,1,6,,,,,,,,,,,
7B,7/19/22,YPY,39,53,41,7,1,,,20,1,19,,,,,,,,,,,,
7B,7/19/22,YPY,53,21,54,51,1,,,26,25,1,,,,,,,,,,,,
