"Hour","Minute","Bee","Observed","Date","Colony","Scent","Site","Density","Flower_number","Day","Treatment","Trial","Setup","Array_time"
0,44,"YO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",44
0,45,"FO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",45
0,45,"PR_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",45
0,45,"WY_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",45
0,45,"WY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",45
0,46,"FYY_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",46
0,46,"BY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",46
0,46,"WY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",46
0,46,"WG_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",46
0,47,"FR.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",47
0,47,"FGG_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",47
0,47,"BY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",47
0,47,"PR_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",47
0,47,"WG_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",47
0,47,"YO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",47
0,48,"BWW2_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",48
0,48,"PO_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",48
0,48,"PO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",48
0,48,"PY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",48
0,48,"PBB_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",48
0,48,"RW.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",48
0,49,"PBB_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",49
0,49,"WY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",49
0,49,"WG_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",49
0,49,"YO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",49
0,50,"PR_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",50
0,50,"OWW_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",50
0,51,"FO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",51
0,51,"GGW_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",51
0,51,"BY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",51
0,52,"FR.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",52
0,52,"PY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",52
0,52,"WGG_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",52
0,53,"FYY_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",53
0,53,"BWW2_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",53
0,53,"PO_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",53
0,53,"PO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",53
0,54,"WY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",54
0,54,"OWW_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",54
0,55,"FO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",55
0,55,"BY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",55
0,55,"WY_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",55
0,55,"WG_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",55
0,56,"WGG_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",56
0,57,"RW.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",57
0,58,"BWW2_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",58
0,58,"PO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",58
0,58,"OWW_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",58
0,59,"FR.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",59
0,59,"FO.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",59
0,59,"FGG_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",59
0,59,"BY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",59
0,59,"PY.a_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",59
0,59,"WY_7B",1,"7/19/22","7B","Clove","South","High","Low","2","Constant","Trial 2","Density: High, Number of flowers: Low",59
0,2,"RWR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,2,"YB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,2,"YPY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,2,"GP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,2,"GO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,2,"PY.u_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,2,"WR.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,2,"WOO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,2,"FYR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",2
0,3,"RWR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",3
0,3,"YB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",3
0,3,"YP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",3
0,3,"GP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",3
0,3,"BG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",3
0,3,"PF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",3
0,4,"RWR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,4,"RB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,4,"OW_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,4,"YB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,4,"YP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,4,"BF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,4,"PF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,4,"PRR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,4,"WRR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",4
0,5,"RWR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"RO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"RB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"YP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"GO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"BP_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"BP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"PG.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"PGG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"WR.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,5,"FR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",5
0,6,"RF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",6
0,6,"YPY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",6
0,6,"GP_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",6
0,6,"WGR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",6
0,6,"FYR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",6
0,7,"RF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,7,"FF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,7,"YB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,7,"YP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,7,"YPY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,7,"YF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,7,"GP_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,7,"BG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,7,"PY.v_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",7
0,8,"FF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"RO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"RB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"YB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"YPY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"BG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"BF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"BO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"PY.v_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"POO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"PGG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,8,"WR.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",8
0,9,"RWR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"ROG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"RB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"YPY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"GF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"BP_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"BP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"BO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"BRR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"PF.big_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"PG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"PY.v_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"PG.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"PGG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"WR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"FR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,9,"FY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",9
0,10,"RF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"RWR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"OB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"OF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"OW_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"YPY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"GP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"GF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"BRR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"PYY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"WGR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"WOY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,10,"FY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",10
0,11,"FF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"ROG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"YB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"YP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"BG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"BO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"PYY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"POO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"WGR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"WOY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,11,"FYR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",11
0,12,"FF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"RB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"YP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"YF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"GO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"BP_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"BG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"PG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"PG.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"PGG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"WRR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"WOO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,12,"_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",12
0,13,"RB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"OF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"YB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"YPY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"BP_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"PF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"PYY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"WR.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"WOO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"WOY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,13,"FY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",13
0,14,"FF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"OB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"OW_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"GP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"BP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"BRR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"PYY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"WGR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"WOY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,14,"FY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",14
0,15,"RF_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"RO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"ROG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"YP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"YPY_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"GP.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"BG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"PG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"POO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"WRR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,15,"FYR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",15
0,16,"FF.a_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
0,16,"RO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
0,16,"OB_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
0,16,"OW_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
0,16,"GO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
0,16,"BO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
0,16,"PG_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
0,16,"PRR_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
0,16,"POO_7B",1,"7/19/22","7B","Peppermint","Northeast","High","High","2","Changing","Trial 2","Density: High, Number of flowers: High",16
