"Colony","Date","Bee","Entrance_minute","Entrance_second","Danced","Decimal_entrance_time","Total_runs","Trial","Day","Scent","Treatment","Setup","Site","Density","Flower_number","Array_time","Duration"
"7B","7/20/22","WOO_7B",53,17,0,53.2833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",11,49
"7B","7/20/22","WOO_7B",58,36,0,58.6,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",11,49
"7B","7/20/22","WOY_7B",11,22,1,11.3666666666667,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",17,22,0,17.3666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",22,37,0,22.6166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",28,36,0,28.6,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",34,23,0,34.3833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",39,41,0,39.6833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",45,26,0,45.4333333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",46,15,0,46.25,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",51,4,0,51.0666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WOY_7B",56,38,1,56.6333333333333,2,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",8,52
"7B","7/20/22","WR.a_7B",23,28,0,23.4666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",18,42
"7B","7/20/22","WR.a_7B",29,13,0,29.2166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",18,42
"7B","7/20/22","WR.a_7B",34,7,0,34.1166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",18,42
"7B","7/20/22","WR.a_7B",40,47,0,40.7833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",18,42
"7B","7/20/22","WR.a_7B",46,1,0,46.0166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",18,42
"7B","7/20/22","WR.a_7B",51,38,0,51.6333333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",18,42
"7B","7/20/22","WR.a_7B",56,44,1,56.7333333333333,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",18,42
"7B","7/20/22","WRR_7B",20,4,0,20.0666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","WRR_7B",38,36,0,38.6,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","WRR_7B",59,32,1,59.5333333333333,8,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",3,57
"7B","7/20/22","WY_7B",12,20,0,12.3333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",16,4,0,16.0666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",25,18,0,25.3,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",31,10,0,31.1666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",35,9,0,35.15,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",39,45,0,39.75,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",44,0,0,44,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",48,6,0,48.1,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",52,44,0,52.7333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY_7B",57,4,0,57.0666666666667,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",5,55
"7B","7/20/22","WY.a_7B",8,49,1,8.81666666666667,4,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",10,25,1,10.4166666666667,1,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",13,17,1,13.2833333333333,6,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",17,3,1,17.05,10,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",21,27,1,21.45,3,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",25,38,1,25.6333333333333,11,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",30,17,1,30.2833333333333,79,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",36,49,1,36.8166666666667,35,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",41,45,0,41.75,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",45,50,1,45.8333333333333,42,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",50,51,1,50.85,22,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","WY.a_7B",55,41,1,55.6833333333333,80,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",6,54
"7B","7/20/22","YB_7B",5,28,0,5.46666666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",10,21,0,10.35,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",15,12,0,15.2,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",20,43,0,20.7166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",26,0,1,26,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",30,22,1,30.3666666666667,14,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",36,3,1,36.05,16,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",41,46,1,41.7666666666667,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",46,19,0,46.3166666666667,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",51,44,0,51.7333333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YB_7B",57,9,0,57.15,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",2,58
"7B","7/20/22","YF_7B",8,12,0,8.2,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YF_7B",14,48,1,14.8,1,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YF_7B",19,41,0,19.6833333333333,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YF_7B",25,51,0,25.85,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YF_7B",31,21,0,31.35,0,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YF_7B",37,18,1,37.3,8,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YF_7B",43,35,1,43.5833333333333,28,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YF_7B",50,13,1,50.2166666666667,29,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YF_7B",56,59,1,56.9833333333333,37,"Trial 2",3,"Peppermint","Changing","Density: Low, Number of flowers: Low","Northeast","Low","Low",5,55
"7B","7/20/22","YO.a_7B",15,2,0,15.0333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",16,44
"7B","7/20/22","YO.a_7B",18,47,0,18.7833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",16,44
"7B","7/20/22","YO.a_7B",27,44,1,27.7333333333333,1,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",16,44
"7B","7/20/22","YO.a_7B",32,14,0,32.2333333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",16,44
"7B","7/20/22","YO.a_7B",36,51,0,36.85,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",16,44
"7B","7/20/22","YO.a_7B",40,59,0,40.9833333333333,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",16,44
"7B","7/20/22","YO.a_7B",45,45,0,45.75,0,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",16,44
"7B","7/20/22","YO.a_7B",49,37,1,49.6166666666667,3,"Trial 2",3,"Clove","Constant","Density: High, Number of flowers: Low","South","High","Low",16,44
